person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Sabina Suciu,sabinasuciu,sabinasuciu@kappa.ro,2510909423018,1997-04-12,"Bulevardul Manole Nr. 71 Bl. 81  Sc. 67 Ap. 568, Paunesti, 909971",0738 441 526,e8:54:f5:4a:ca:6e,43.15.51.193,RO06OVZD2519382347922736,2025-07-02 13:11:30,10761,136,101,1265531,8fa51391-6a34-40fd-97c3-ae895d048a30
Constantina Manole,constantinamanole,constantinamanole@zzup.ro,8531121236570,2023-03-26,"Aleea Dochioiu, Tarnaveni, 890248",0731 306 081,36:96:04:de:4e:7a,218.178.14.211,RO54AJVO7754899195791108,2025-07-02 13:11:30,22896,73,602,1399900,bcaad314-23a5-4894-8396-d96dff52ee85
Elena Dima,elenadima,elenadima@kappa.ro,7780605351141,1961-11-25,"Drumul Heracleea Nistor Nr. 236, Fetesti, 620541",0260 725 666,74:82:60:37:51:a6,109.149.142.121,RO12RYDH7940605466652481,2025-07-02 13:11:30,34577,987,36,1639206,102738dc-6279-4ce9-9a71-1c2208338cad
Bebe Dochioiu,bebedochioiu,bebedochioiu@zzup.ro,5960315022725,1914-10-24,"Strada Mocanu Nr. 201, Rasnov, 225764",0249 052 956,66:8f:ca:ca:60:40,133.183.164.23,RO18XXDB4164189009524474,2025-07-02 13:11:30,32833,393,224,1237597,27966e32-aa6b-40bb-ae7e-41d083fbf2a7
Atena Suciu,atenasuciu,atenasuciu@zzup.ro,8311121190342,1933-12-16,"Soseaua Ionescu, Rosu, 419890",021 034 0230,5e:5b:ee:82:ea:81,136.105.236.238,RO40TIRZ7494335974215410,2025-07-02 13:11:30,17038,670,553,1509655,56329dd7-1044-4b0a-9fba-8f38389538e0
Cătălin Cristea,cătălincristea,cătălincristea@zzup.ro,3721124191531,1972-02-03,"Aleea Tomescu Nr. 97 Bl. 46  Sc. 49 Ap. 621, Vulcan, 480376",0788 530 366,a2:45:15:c1:e3:20,139.21.242.221,RO45SVPJ2162849795512300,2025-07-02 13:11:30,27298,127,775,873672,67ffd2f3-00f1-4263-a426-0e98434490d8
Severin Mazilescu,severinmazilescu,severinmazilescu@email.ro,3450815180660,1964-02-08,"Aleea Florentin Cristea Nr. 14, Pascani, 544303",0248 762 676,78:1c:7a:04:1a:56,166.87.237.18,RO37GKRP2705003397180134,2025-07-02 13:11:30,16681,101,245,924157,741b9ba1-f598-4394-a90e-55cd1b50ee21
Dochia Mazilescu,dochiamazilescu,dochiamazilescu@kappa.ro,2701103414346,1949-07-15,"Bulevardul Popescu Nr. 69, Baicoi, 122604",0237 820 033,2e:5e:66:1d:8c:bc,132.121.234.67,RO67JNCH0038468741330511,2025-07-02 13:11:30,31518,903,354,605255,b5c8f4cc-3b5a-40e6-841e-ddf4aa2197dc
Zenobia Ardelean,zenobiaardelean,zenobiaardelean@acasa.ro,8240330252875,1972-10-21,"Bulevardul Albu Nr. 921 Bl. 57  Sc. 14 Ap. 202, Otelu Rosu, 902768",0764 909 288,b2:b5:8e:df:66:8d,19.143.175.169,RO29IDBK8779142047127549,2025-07-02 13:11:30,24621,526,347,1446165,5451283a-9721-40f0-bccd-0ac826df31ab
Dominic Nemeș,dominicnemeș,dominicnemeș@post.ro,6950616283305,2009-10-05,"Bulevardul Popa, Mangalia, 309345",0251 597 526,32:2b:96:0b:ef:b6,12.187.70.208,RO62MOTV7169473821107320,2025-07-02 13:11:30,9330,142,354,885625,393cd5c5-5d2c-43ef-b9d0-0966b403bef4
Sorin Ardelean,sorinardelean,sorinardelean@zzup.ro,7531022026643,1977-01-26,"Drumul Voinea Nr. 586 Bl. 97  Sc. 67 Ap. 271, Alba Iulia, 470877",0268 435 545,08:8c:70:10:03:37,195.221.12.102,RO24LDHV2130699735911522,2025-07-02 13:11:30,21346,967,490,257614,2da88487-0558-440c-8dba-c72d0365e3c7
Măriuca Tudor,măriucatudor,măriucatudor@email.ro,6230919137385,2021-02-03,"Intrarea Ortansa Florea Nr. 726, Babeni, 964692",0759 518 913,ec:b9:a8:65:ad:fe,45.46.247.209,RO57YNVV8247990454123230,2025-07-02 13:11:30,20066,586,659,128367,32bc2385-342d-4640-9664-a9a04f15bb4e
Mihnea Cristea,mihneacristea,mihneacristea@gmail.com,4121220111021,1923-01-24,"Drumul Aneta Preda Nr. 65 Bl. 35  Sc. 55 Ap. 140, Miercurea-Ciuc, 736084",0252 738 480,dc:7e:2b:fd:74:b8,137.188.203.155,RO43PZXF2322237976983333,2025-07-02 13:11:30,21589,391,587,1811385,b72d0d22-ac81-4032-a1e5-0cd51963fe68
Dorinel Dobre,dorineldobre,dorineldobre@141.ro,7700525129091,1954-03-17,"Soseaua Stan Nr. 85 Bl. 53  Sc. 76 Ap. 640, Constanta, 582203",0254 429 650,78:8f:20:19:6a:23,132.66.72.250,RO91NCGO4594723468097692,2025-07-02 13:11:30,8869,353,669,1750059,518ed22b-f795-49f4-b3f5-163cb7c6fb04
Gherghina Oprea,gherghinaoprea,gherghinaoprea@zzup.ro,4700803405330,1947-11-16,"Strada Cristea, Poiana Mare, 122037",0769 418 138,32:de:83:87:5a:8e,202.37.93.139,RO65WVIZ8590728556918244,2025-07-02 13:11:30,14689,958,239,1067147,b44415db-a4c2-4092-af17-7ff4f3c7bcc1
Florin Barbu,florinbarbu,florinbarbu@141.ro,8220717313991,1955-06-11,"Soseaua Diaconescu Nr. 824 Bl. 19  Sc. 43 Ap. 726, Eforie Nord, 347696",0759 419 984,38:b5:02:ff:b2:e2,167.120.188.158,RO93CAIZ3857527004017071,2025-07-02 13:11:30,25085,613,797,1005755,5794660b-2141-4153-b247-261442a7d8b2
Leana Pușcașu,leanapușcașu,leanapușcașu@acasa.ro,7210122040150,1923-05-03,"Drumul Pușcașu, Zarnesti, 244121",0788 719 113,50:1f:d4:2f:54:89,221.54.239.60,RO24VTXZ2029457950272601,2025-07-02 13:11:30,30810,806,607,203602,75cdfdeb-e5e4-4819-8fee-8e847f0852b1
Ivan Pușcașu,ivanpușcașu,ivanpușcașu@gmail.com,8030608186533,1978-04-29,"Soseaua Minodora Tudor Nr. 82 Bl. 75  Sc. 95 Ap. 648, Deva, 436854",0722 044 323,90:b7:52:27:1c:1b,1.241.139.168,RO73QXQK5627478408257766,2025-07-02 13:11:30,30967,852,409,11281,8d563d6d-a444-4d2d-9c22-e098d18b5a04
Dorel Tomescu,doreltomescu,doreltomescu@141.ro,2550719173994,1999-09-08,"Drumul Toma Nr. 54 Bl. 89  Sc. 50 Ap. 164, Afumati, 374111",0740 419 229,aa:a2:bf:9b:62:71,216.229.192.32,RO36TDIF7266602708225452,2025-07-02 13:11:30,6676,315,26,607642,ff832b8b-e00b-488a-a246-a6fbf5b17b29
Anișoara Nistor,anișoaranistor,anișoaranistor@zzup.ro,4820212218081,1923-05-08,"Aleea Popescu, Breaza de Sus, 801245",0760 236 407,a2:2a:d3:f0:d3:6f,157.209.240.120,RO29YUIG1043715981309911,2025-07-02 13:11:30,24257,19,682,1314024,1fdfca03-74c3-4f19-a6e5-b5ca5c72c24f
Ovidiu Pușcașu,ovidiupușcașu,ovidiupușcașu@141.ro,3780828323212,1976-04-17,"Strada Stănescu, Modelu, 855136",0720 921 172,76:a3:d2:23:f5:4c,28.247.208.152,RO39AXRW7572284466971213,2025-07-02 13:11:30,22672,272,96,88344,7fd3ad6c-2054-4681-b7d4-a10ca805187c
Andreea Mocanu,andreeamocanu,andreeamocanu@acasa.ro,8970516108551,1975-06-22,"Aleea Niță Nr. 376 Bl. 52  Sc. 58 Ap. 574, Moinesti, 512841",0234 689 182,f4:ab:f8:f2:db:99,194.144.154.200,RO45QLOR1849710361332919,2025-07-02 13:11:30,497,988,105,13252,6b023bdc-34c7-49bb-950c-d6d10f16dff9
Ernest Tabacu,ernesttabacu,ernesttabacu@zzup.ro,4610901430894,2006-02-06,"Intrarea Nistor Nr. 919, Salonta, 220950",0728 317 753,0c:a7:1f:92:ce:53,50.199.50.212,RO71JODK8546120797300101,2025-07-02 13:11:30,26020,965,600,1835148,22aa3582-1e24-4d50-bb15-44deac8f64c9
Vlad Manole,vladmanole,vladmanole@141.ro,8870808226801,2006-07-31,"Strada Stoica Nr. 385 Bl. 97  Sc. 51 Ap. 182, Pipera (Voluntari), 284523",0772 910 105,78:61:33:83:9a:9e,155.126.211.81,RO88CBFP5371162155678302,2025-07-02 13:11:30,19529,625,413,528765,f84d5a82-2c9d-4244-868b-fa0b6bda5d0a
Dorin Mocanu,dorinmocanu,dorinmocanu@email.ro,4360913176017,1984-11-14,"Bulevardul Tudor Nr. 92, Mangalia, 206993",0250 487 329,0e:88:1f:fd:49:16,158.255.14.168,RO52GVIZ3515993613083148,2025-07-02 13:11:30,23693,525,480,742288,09e66394-79af-4d8e-8d8b-eec0237211b4
Ionuț Cristea,ionuțcristea,ionuțcristea@email.ro,6080905248161,1955-05-09,"Strada Pop Nr. 946, Odobesti, 632350",0269 412 960,9c:55:14:a2:b7:28,83.78.57.153,RO17KNQE8896408827103454,2025-07-02 13:11:30,26586,595,381,147308,2d3b1508-b84b-4597-b547-00ad45e620d6
Sergiu Stancu,sergiustancu,sergiustancu@gmail.com,6240121403614,1961-05-20,"Aleea Tudor, Siret, 146512",0759 097 925,12:fe:e6:56:23:b4,87.45.248.168,RO63SRWP6068760636662113,2025-07-02 13:11:30,29126,687,728,1346376,9f683e48-6bb5-4ef5-836f-d84a1bb6d9fe
Frusina Voinea,frusinavoinea,frusinavoinea@post.ro,5970218428778,1919-02-11,"Aleea Filofteia Dobre Nr. 72 Bl. 51  Sc. 76 Ap. 994, Cisnadie, 749158",0742 252 543,f2:16:f5:e0:19:58,12.67.46.65,RO57BYUF4913553556633754,2025-07-02 13:11:30,31896,817,311,1771244,7b19a068-bdea-4b5f-81ab-2ca686f8651f
Geanina Florea,geaninaflorea,geaninaflorea@kappa.ro,8080426296147,1910-11-03,"Strada Victoria Manole Nr. 552, Ruscova, 291715",0746 350 271,6c:ec:06:eb:12:b5,60.249.58.225,RO69WMGY6113905410968093,2025-07-02 13:11:30,31642,870,359,1808169,29f669a8-7e92-4ab7-8b0f-fbc87e23c6a2
Mugurel Tabacu,mugureltabacu,mugureltabacu@141.ro,3780105351646,1967-02-01,"Intrarea Mocanu Nr. 203, Oravita, 379225",0711 392 544,2e:c8:46:04:03:92,191.197.146.101,RO66PDPT8299706509545024,2025-07-02 13:11:30,15354,819,542,1382051,2a39272e-d238-432d-8c00-38a085cd6591
Filofteia Georgescu,filofteiageorgescu,filofteiageorgescu@zzup.ro,4771230073141,1945-03-05,"Soseaua Iuliu Dobre, Carei, 102158",0742 307 899,44:c7:56:6e:a2:58,89.23.122.46,RO16CIHP2493493924362052,2025-07-02 13:11:30,11759,732,21,451199,e0e70cca-b24f-429e-9e69-ca4ff5aa3cd5
Grațiana Tudor,grațianatudor,grațianatudor@acasa.ro,5581206280981,1938-11-05,"Strada Mirona Manole Nr. 75, Sacele, 550803",0262 777 124,24:51:b0:19:06:0b,133.77.132.202,RO27MYKK7966343408474752,2025-07-02 13:11:30,2388,110,566,301594,ead6a48b-3e7a-42a6-8a18-b83cb6449176
Doru Nistor,dorunistor,dorunistor@141.ro,8100426043905,1960-02-03,"Aleea Ionescu Nr. 168 Bl. 32  Sc. 59 Ap. 910, Cristuru Secuiesc, 291175",0236 006 796,76:cf:b5:a1:8e:e6,158.106.169.75,RO29CNSF6191065762943378,2025-07-02 13:11:30,15102,259,215,1622897,04b0868d-a612-4f63-a14e-44988361b8ca
Cantemir Diaconu,cantemirdiaconu,cantemirdiaconu@email.ro,1420325215312,2024-05-23,"Aleea Ababei Nr. 29 Bl. 53  Sc. 71 Ap. 245, Poiana Mare, 595585",0755 137 593,d4:7a:07:7c:52:71,121.239.0.240,RO71XNFM5752341530255781,2025-07-02 13:11:30,24710,76,224,659515,0899c607-38a6-4ad9-9ba6-1b8e82570688
Horațiu Nistor,horațiunistor,horațiunistor@kappa.ro,5131131257715,1952-04-02,"Aleea Monica Popescu Nr. 921 Bl. 11  Sc. 73 Ap. 162, Cisnadie, 629724",0741 629 912,86:2c:4e:36:d0:2c,147.191.253.155,RO03RXGO2753913561842262,2025-07-02 13:11:30,35947,839,334,1631569,735be088-cf2c-435f-a6f7-933cb5306429
Nelu Nistor,nelunistor,nelunistor@post.ro,2040915370433,1982-10-27,"Intrarea Ionică Mazilescu Nr. 80, Tunari, 713485",0232 104 879,6c:cf:42:df:72:55,31.45.220.80,RO17DGQR4679872388440920,2025-07-02 13:11:30,4532,947,73,1374098,826d073d-9eae-48e1-9db0-e2a3c28480f6
Ovidiu Nistor,ovidiunistor,ovidiunistor@zzup.ro,8950925391361,1964-01-18,"Aleea Stan Nr. 927, Brasov, 560138",0267 264 862,0c:fc:d7:44:c1:5b,37.179.81.248,RO03MPZU1351166739280827,2025-07-02 13:11:30,21048,230,751,1642171,16055930-39d0-4c83-acdf-88b5fea435ef
Roxana Stănescu,roxanastănescu,roxanastănescu@kappa.ro,2981104299425,1982-12-26,"Drumul Manole Nr. 49 Bl. 90  Sc. 82 Ap. 573, Jimbolia, 356419",0711 212 457,d6:ac:d7:28:4e:b5,9.144.177.129,RO14KCQC3104155161534788,2025-07-02 13:11:30,24949,245,519,737055,1e48a48c-f018-4185-a7e2-7a1a38d6b7b0
Dacian Georgescu,daciangeorgescu,daciangeorgescu@zzup.ro,5990819262612,1975-01-23,"Aleea Ene Nr. 168, Curcani, 805503",0252 001 083,84:d6:d5:da:26:45,177.40.142.179,RO15RALV6410546895352474,2025-07-02 13:11:30,17426,74,86,1434960,819fa02d-4992-45e1-b96f-750ce2d62ed9
Gelu Dinu,geludinu,geludinu@post.ro,6000324357779,1965-12-14,"Strada Călin Popa Nr. 54 Bl. 19  Sc. 63 Ap. 146, Resita, 607103",0772 524 581,d4:0b:5a:d5:eb:3a,58.132.52.156,RO14VAYU8375978355229368,2025-07-02 13:11:30,22728,157,617,1653920,02a25cdd-effa-4474-8bd8-17cbc09a8819
Nichifor Ioniță,nichiforioniță,nichiforioniță@gmail.com,7350320203296,1941-04-21,"Aleea Claudiu Voinea, Siria, 994401",0748 460 221,ba:f1:ca:6b:6d:52,188.175.101.246,RO30MIYO4311994093445419,2025-07-02 13:11:30,32907,557,141,1254492,2e93ca33-eed4-457c-8afb-d7cf2612bcd1
Horea Ababei,horeaababei,horeaababei@acasa.ro,1461205364118,1977-06-08,"Strada Dora Niță, Ruscova, 632930",0242 166 721,00:27:31:c3:09:95,174.218.98.148,RO73ESUL7133916318648558,2025-07-02 13:11:30,15183,120,346,936419,be860164-0202-4c5c-92de-9e5bc67d49ca
Mugur Diaconescu,mugurdiaconescu,mugurdiaconescu@post.ro,7261003387711,1913-06-26,"Soseaua Dumitrescu, Sebis, 559008",0264 194 768,c6:38:a6:67:1f:bc,88.15.41.195,RO11FVYH7446186244419154,2025-07-02 13:11:30,30095,565,730,377160,314c5c74-540e-4663-b108-990a05c6f466
Adam Dumitrescu,adamdumitrescu,adamdumitrescu@acasa.ro,7710405362451,1989-08-12,"Soseaua Vasilică Florea Nr. 25 Bl. 19  Sc. 52 Ap. 764, Marginea, 850226",0722 927 338,f8:d4:6d:65:77:de,56.25.241.252,RO89CCWL7037865106410241,2025-07-02 13:11:30,23941,266,149,591770,81b6658c-b716-4c81-ba41-01d4e3298866
Sabrina Suciu,sabrinasuciu,sabrinasuciu@email.ro,7961224261401,1996-02-08,"Soseaua Albu Nr. 300 Bl. 24  Sc. 82 Ap. 695, Odorheiu Secuiesc, 909551",0737 063 492,24:00:fa:21:a7:4e,61.72.98.104,RO10AIPE7426966806623039,2025-07-02 13:11:30,29073,286,238,1751599,d26e36c4-4124-4467-a3f6-8bc25a5ad631
Ilarie Georgescu,ilariegeorgescu,ilariegeorgescu@gmail.com,6071201296865,2009-09-12,"Bulevardul Georgiana Diaconu Nr. 70, Gaesti, 597909",0722 408 361,16:83:b7:f5:67:3f,180.39.245.62,RO57CFWC8590903031071951,2025-07-02 13:11:30,19387,925,170,903149,8eac62b7-4a29-4230-ae83-8cc8cf5dc09b
Rozalia Ioniță,rozaliaioniță,rozaliaioniță@zzup.ro,3120520098796,1932-07-02,"Drumul Preda, Motru, 500732",0720 330 206,36:e3:b0:ce:13:aa,157.78.71.187,RO52GEGC9713776285282759,2025-07-02 13:11:30,2846,760,450,1461346,cec49934-ffda-4aee-af18-9ae99c188748
Vlădelina Preda,vlădelinapreda,vlădelinapreda@post.ro,7050123229373,1952-02-14,"Bulevardul Diaconu Nr. 86 Bl. 33  Sc. 72 Ap. 551, Pancota, 137012",0231 844 913,48:80:60:24:d4:67,80.151.60.103,RO61QAZU6223563345518251,2025-07-02 13:11:30,29823,207,315,684068,51a8e7cc-e281-4f30-a2c6-cc008e55e690
Steluța Gheorghiu,steluțagheorghiu,steluțagheorghiu@gmail.com,2450922218940,1973-01-31,"Aleea Leana Stancu Nr. 301, Alba Iulia, 668150",0757 766 813,16:13:a7:a3:ae:c5,27.35.209.133,RO46DIXC5312013028645327,2025-07-02 13:11:30,26284,24,477,693918,3ff19f9a-dd61-4d12-b997-0c17e11d8e07
Vanesa Dima,vanesadima,vanesadima@email.ro,5150326528592,1933-11-30,"Intrarea Vlad Manole Nr. 15 Bl. 31  Sc. 23 Ap. 299, Oravita, 647422",0754 879 131,6c:0c:d0:61:3a:0d,62.187.245.191,RO42UTGM1473082342059696,2025-07-02 13:11:30,15075,118,757,821742,7a116746-adc4-4532-836c-bad551b2d452
Mărioara Dobre,mărioaradobre,mărioaradobre@acasa.ro,1120411236480,1942-04-26,"Drumul Albu Nr. 905, Anina, 649884",0763 425 140,50:04:ec:61:12:e9,100.200.42.134,RO49RGJT9455687806561805,2025-07-02 13:11:30,23134,296,95,1267341,b695f9ff-fa38-472f-94a5-c304b03e800a
Sofia Preda,sofiapreda,sofiapreda@post.ro,3411113434195,1920-07-19,"Intrarea Augustin Aanei, Barlad, 795748",0769 678 312,86:60:6a:dc:81:9d,197.65.14.27,RO18HBJV8783391726965444,2025-07-02 13:11:30,21627,89,3,979527,5353be52-90a7-41a7-9dc3-17db3b71f4f4
Panait Diaconu,panaitdiaconu,panaitdiaconu@zzup.ro,7990311241839,2022-04-10,"Drumul Stănescu, Sacueni, 921912",0263 583 509,54:fa:cb:2d:6b:97,46.16.64.118,RO37HUND2369656067910129,2025-07-02 13:11:30,5316,707,430,446707,6475ac60-ce75-4df2-a46d-4f7d24146567
Petrică Toma,petricătoma,petricătoma@gmail.com,5961211030194,1945-07-27,"Aleea Ababei, Valea Mare (Babeni), 647776",0751 800 987,c0:ae:37:b8:e7:ab,167.141.74.211,RO89MSBU5461499010040989,2025-07-02 13:11:30,35263,321,686,1540998,a4b768b8-0bc1-4eda-9327-d76f87d81def
Eftimie Popescu,eftimiepopescu,eftimiepopescu@kappa.ro,4231020122050,2000-12-02,"Bulevardul Diaconu Nr. 420, Tecuci, 288219",0732 288 581,66:34:c0:a2:77:89,218.71.125.124,RO80XANL8755669399012987,2025-07-02 13:11:30,2391,563,534,1180885,fc23286f-2624-47a0-9298-b8cfa178752a
Ladislau Mocanu,ladislaumocanu,ladislaumocanu@kappa.ro,4880114187165,1940-11-29,"Intrarea Florica Stan Nr. 98 Bl. 86  Sc. 91 Ap. 181, Rovinari, 534123",0763 785 390,f2:e8:f2:ab:4c:33,144.27.50.31,RO43GZML3002801082976273,2025-07-02 13:11:30,14094,277,169,377695,26c1b73c-579d-4f44-8e0d-c011cd79d192
Nicu Stoica,nicustoica,nicustoica@email.ro,8810718147900,1945-07-25,"Intrarea Georgescu, Lupeni, 313203",0731 536 775,44:95:74:c7:dc:3f,135.69.175.186,RO86SJWS5437189134550657,2025-07-02 13:11:30,498,941,81,1042203,cd66008b-0f7f-4b2f-aa9c-04cbe441c4cc
Aureliana Toma,aurelianatoma,aurelianatoma@kappa.ro,2460308012467,2020-04-08,"Soseaua Ardelean Nr. 99 Bl. 17  Sc. 89 Ap. 344, Odobesti, 144067",0251 367 770,82:94:2c:b7:8e:4c,17.21.54.108,RO20FDPU1641601794530368,2025-07-02 13:11:30,19229,677,230,754258,19b3713b-e661-4fcd-ad38-4de432db2642
Panait Tabacu,panaittabacu,panaittabacu@kappa.ro,5620511123654,1921-09-29,"Drumul Raul Marin Nr. 64 Bl. 47  Sc. 44 Ap. 566, Rasinari, 852732",0248 552 614,5a:9c:e1:2f:ef:48,111.240.55.62,RO65JFKD9900824223210668,2025-07-02 13:11:30,1569,918,137,311987,33849cb3-645f-4e19-9115-0bf2195ca4a8
Aurelia Nistor,aurelianistor,aurelianistor@kappa.ro,8840502435888,1935-11-14,"Aleea Mazilescu, Gugesti, 980629",0745 812 895,42:09:10:04:d0:19,160.106.66.26,RO24ERIU8800086240793133,2025-07-02 13:11:30,10900,411,436,1346966,bcf1cdf3-26dc-4a54-a6df-3be1743ff64a
Pompiliu Stănescu,pompiliustănescu,pompiliustănescu@email.ro,3290604056731,1951-03-05,"Strada Lascăr Ene, Botosani, 138685",0234 930 857,76:9f:a7:50:b6:a0,45.39.241.243,RO69DVNW5223964281867889,2025-07-02 13:11:30,34078,145,791,1713797,c6001488-c4e0-468f-ab24-b16396b2a44a
Floarea Aanei,floareaaanei,floareaaanei@post.ro,5640510193480,1937-08-28,"Aleea Leontina Stan Nr. 611, Teius, 146025",0734 181 704,b8:4e:72:27:81:ec,172.197.57.164,RO92OWJN5930757933150885,2025-07-02 13:11:30,13431,368,429,108380,fa27a870-fa0f-4a35-bd90-9592fd9d41e3
Vincențiu Florea,vincențiuflorea,vincențiuflorea@kappa.ro,3190813466423,1960-04-03,"Soseaua Laurențiu Dochioiu, Curcani, 271283",0725 805 313,c0:14:e7:67:04:4a,16.49.41.11,RO68UUWA3833402870371239,2025-07-02 13:11:30,10488,560,644,544945,5d51e8c3-ba04-45d5-b320-c875cfe82c8e
Cristofor Nistor,cristofornistor,cristofornistor@acasa.ro,7270115512384,1985-09-18,"Bulevardul Popa Nr. 753 Bl. 39  Sc. 63 Ap. 370, Tandarei, 630964",0263 094 437,a2:ee:70:42:7d:17,126.112.157.243,RO68PJIV9177945385863128,2025-07-02 13:11:30,31951,530,378,1742615,6b4c97d9-9c8c-44fa-9a82-c661a07ffabe
Vlădelina Tabacu,vlădelinatabacu,vlădelinatabacu@kappa.ro,8730130249906,1930-12-11,"Soseaua Dumitrescu, Remetea, 846089",0732 714 346,86:62:72:02:52:bf,85.145.71.139,RO46VPCS7685222920737418,2025-07-02 13:11:30,16816,755,661,1159305,0953398a-d0dd-4a5f-b5d2-0e1582ef7877
Edgar Suciu,edgarsuciu,edgarsuciu@email.ro,7890301248258,1945-11-08,"Aleea Alice Barbu Nr. 16, Covasna, 254212",0785 519 313,7e:d7:9a:83:2c:93,111.61.8.69,RO15CGWD7004543359816699,2025-07-02 13:11:30,27091,70,441,446643,d7471b9f-d65b-4e73-9d4c-f8d5cdbbd03f
Alexandra Tabacu,alexandratabacu,alexandratabacu@141.ro,2960104397824,1934-06-29,"Drumul Beniamin Ioniță Nr. 434 Bl. 87  Sc. 40 Ap. 668, Poiana Mare, 315017",0745 150 653,30:7a:cc:be:5a:4f,147.144.131.225,RO43MDAJ7039026714832626,2025-07-02 13:11:30,30201,334,173,1468491,1b27f192-4a30-4976-93b1-db54970e2f75
Mihai Georgescu,mihaigeorgescu,mihaigeorgescu@kappa.ro,3060213450190,2009-01-06,"Aleea Dochioiu Nr. 960 Bl. 34  Sc. 99 Ap. 632, Hunedoara, 591744",0759 627 433,34:df:e1:05:28:89,13.218.137.76,RO30JFOH3806876415468866,2025-07-02 13:11:30,3919,600,109,214789,935db8ca-15b3-4ed4-b0c5-21154aa21eb6
Romulus Diaconescu,romulusdiaconescu,romulusdiaconescu@zzup.ro,6621107381513,1982-04-08,"Bulevardul Dobre Nr. 360, Pitesti, 799162",0770 628 352,06:49:6a:38:04:2c,7.198.132.216,RO17TSUZ4802724965052040,2025-07-02 13:11:30,574,398,541,561178,7a871338-6cea-4306-9b8b-9be4df8c34b9
Giorgiana Voinea,giorgianavoinea,giorgianavoinea@post.ro,7990322132378,1921-12-11,"Aleea Dinu, Branesti, 111682",0264 695 448,c8:9c:0a:71:20:7e,46.204.254.51,RO46LUNL9107032521378602,2025-07-02 13:11:30,6177,741,482,90135,e6f6a11a-7b1d-41e0-9f52-d647d6d6d7d8
Anatolie Diaconu,anatoliediaconu,anatoliediaconu@post.ro,8660308325221,1924-02-01,"Intrarea Ioniță Nr. 474, Mogosoaia, 272365",0760 410 659,40:c5:e8:5c:bf:51,209.191.92.33,RO55IRLR1659110471681350,2025-07-02 13:11:30,21533,153,209,65193,cee37dbc-51ec-4aa5-bed8-1fcaff0ee6a3
Luana Tomescu,luanatomescu,luanatomescu@post.ro,1521015093001,2002-08-28,"Strada Nistor Nr. 101, Valea Mare (Negresti), 754059",0780 780 412,bc:4f:af:c9:4e:b4,43.49.46.179,RO46OFYT7037764572413866,2025-07-02 13:11:30,26334,313,713,608464,7c7c4e47-4d6d-479a-b20f-2cbc4067f04a
Mara Pop,marapop,marapop@email.ro,8441130419161,2007-07-17,"Intrarea Ligia Diaconu Nr. 289, Balotesti, 144427",0771 750 464,ac:c7:be:29:d5:b0,220.48.156.54,RO38XPEL9721250881948797,2025-07-02 13:11:30,10433,560,287,1971645,bce89fbe-24ce-4e9f-8b24-98546bb10fbc
Cedrin Voinea,cedrinvoinea,cedrinvoinea@141.ro,3091219112273,1976-06-06,"Drumul Ene, Turnu Magurele, 109904",0248 221 344,94:81:e8:8e:ef:49,117.230.204.183,RO75EWVP1764223104988460,2025-07-02 13:11:30,8689,14,146,216010,55fbd613-f974-4a60-a7fb-b5db0d0dbbf1
Leontin Ioniță,leontinioniță,leontinioniță@gmail.com,7680415110846,1932-04-15,"Bulevardul Diaconescu, Pancota, 718410",0722 177 547,ac:3e:13:25:58:50,12.28.211.26,RO34ZZJV6296561557149261,2025-07-02 13:11:30,7851,70,240,1157584,732253e0-fa97-419e-95b3-23b66a69f034
Beniamin Ababei,beniaminababei,beniaminababei@zzup.ro,3010106250026,1956-07-17,"Aleea Ababei Nr. 740, Braila, 558648",0755 537 842,8a:6e:17:2b:f9:9d,34.204.200.208,RO41THDD2587705039863217,2025-07-02 13:11:30,20310,557,279,971466,74c5cd3a-9dbe-4ab9-aee5-13009216ba6f
Toma Pușcașu,tomapușcașu,tomapușcașu@141.ro,2000905188489,1961-07-09,"Aleea Stoica, Craiova, 272495",0738 398 470,84:a9:9b:cd:f8:7b,11.132.214.94,RO09GFMD3035782807037926,2025-07-02 13:11:30,32452,980,61,930411,079eeee2-6744-4f40-a9bd-edc2dd267a6c
Agata Marin,agatamarin,agatamarin@email.ro,3941210510309,1940-03-06,"Drumul Gheorghiu, Simleu Silvaniei, 863435",0723 955 120,f0:19:04:a8:f2:25,2.229.215.88,RO15LYEG4051581106343727,2025-07-02 13:11:30,12003,391,189,62763,54bf63e0-70d2-487c-8799-2b3d550255cf
Bogdana Barbu,bogdanabarbu,bogdanabarbu@zzup.ro,6170325082360,1939-05-16,"Bulevardul Robertina Georgescu Nr. 203 Bl. 72  Sc. 83 Ap. 764, Ramnicu Sarat, 986080",0720 096 481,0c:b8:5f:67:5c:30,159.107.141.53,RO15AQMB7411800155552893,2025-07-02 13:11:30,4134,158,762,1842618,a403b1ec-0604-4b75-a0dd-d3c2e61abc1f
Loredana Florea,loredanaflorea,loredanaflorea@post.ro,8041008067832,2011-01-02,"Drumul Dinu, Sighetu Marmatiei, 472657",0722 576 912,6a:12:16:de:41:1c,207.109.24.243,RO58CNGQ0001809808419067,2025-07-02 13:11:30,2028,91,622,1680553,c6f5b8c9-cab6-48ad-9b25-737d462428f7
